Hash Size,Image Shape,Image Type,C-Val,Accuracy,Precision,Recall,Fit Time,Average Query Time
8,"(128, 64)",color/full_image/smooth,0.1,0.49866666666666665,0.4990571120689655,0.9890549919914575,4.689000129699707,0.00018786665598551433
8,"(128, 64)",color/full_image/smooth,10.0,0.49933333333333335,0.49939263058442435,0.987720234917245,4.653000116348267,0.00018559999465942383
8,"(128, 64)",color/full_image/smooth,100.0,0.49933333333333335,0.49939263058442435,0.987720234917245,4.58299994468689,0.0001912000020345052
8,"(128, 64)",color/full_image/smooth,1000.0,0.49933333333333335,0.49939263058442435,0.987720234917245,5.232000112533569,0.00023133331934611004
8,"(128, 64)",color/string_image/smooth,0.001,0.498,0.498,1.0,5.722999811172485,0.00023160003026326498
8,"(128, 64)",color/string_image/smooth,0.01,0.498,0.498,1.0,5.740000009536743,0.00023786665598551432
8,"(128, 64)",color/string_image/smooth,0.1,0.5101333333333333,0.5826558265582655,0.05756358768406961,5.538999795913696,0.00021573333740234374
8,"(128, 64)",color/string_image/smooth,10.0,0.51,0.5815217391304348,0.057295850066934405,5.231000185012817,0.00021373332341512044
8,"(128, 64)",color/string_image/smooth,100.0,0.51,0.5815217391304348,0.057295850066934405,5.1600000858306885,0.00021333332061767579
8,"(128, 64)",color/string_image/smooth,1000.0,0.51,0.5815217391304348,0.057295850066934405,5.2230000495910645,0.000216266663869222
8,"(128, 64)",grayscale/full_image,0.001,0.4958666666666667,0.4958666666666667,1.0,4.2769999504089355,0.00018119999567667644
8,"(128, 64)",grayscale/full_image,0.01,0.4958666666666667,0.4958666666666667,1.0,4.227999925613403,0.00017893333435058594
8,"(128, 64)",grayscale/full_image,0.1,0.4958666666666667,0.4958666666666667,1.0,4.139999866485596,0.00017973333994547526
8,"(128, 64)",grayscale/full_image,10.0,0.4958666666666667,0.49586556415044014,0.9997311105135789,4.621999979019165,0.0001815999984741211
8,"(128, 64)",grayscale/full_image,100.0,0.4958666666666667,0.49586556415044014,0.9997311105135789,4.708000183105469,0.0001838666598002116
8,"(128, 64)",grayscale/full_image,1000.0,0.4958666666666667,0.49586556415044014,0.9997311105135789,5.098999977111816,0.0002096000035603841
8,"(128, 64)",blackwhite/full_image,0.001,0.49946666666666667,0.0,0.0,8.164000034332275,0.0003549333254496257
